Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen,Log_Fresh,Log_Milk,Log_Grocery,Log_Frozen,Log_Detergents_Paper,Log_Delicassen
1,3,26539,4753,5091,220,10,340,10.186408307886198,8.46674164792014,8.535425959677298,5.3981627015177525,2.3978952727983707,5.831882477283517
1,3,25606,11006,4604,127,632,288,10.150621030590434,9.306286713023391,8.434897948689407,4.852030263919617,6.450470422144176,5.666426688112432
1,3,18073,4613,3444,4324,914,715,9.8022297204619,8.4368504387337,8.144679183447758,8.37216741936598,6.818924065275521,6.573680166960646
1,3,6884,1046,1167,2069,593,378,8.837100411162755,6.953684210870537,7.0630481633881725,7.635303886259415,6.386879319362645,5.937536205082426
1,3,25066,5010,5026,9806,1092,960,10.129307519053746,8.519390774959724,8.522578663692576,9.19085169539232,6.996681488176539,6.8679744089702925
2,3,7362,12844,18683,2854,7883,553,8.904222737368716,9.460709909543985,9.835422821621998,7.956827122090111,8.97259066827261,6.317164686747284
2,3,8257,3880,6407,1646,2730,344,9.018937706446035,8.263848131368906,8.765302488748196,7.4067107301776405,7.912423121473705,5.84354441703136
1,3,8708,3634,6100,2349,2123,5137,9.07211225269274,8.19836438996762,8.716207971151853,7.762170607138205,7.66105638236183,8.544419177669829
1,3,6633,2096,4563,1389,1860,1892,8.799963219506997,7.64826303090192,8.425954710981966,7.237059026124737,7.528869256642251,7.545918151209323
1,3,2126,3289,3281,1535,235,4365,7.6624678152002375,8.098642843759418,8.096208271650037,7.336936913707618,5.4638318050256105,8.38160253710989
1,3,97,3605,12400,98,2970,62,4.584967478670572,8.190354403763262,9.425532393502772,4.59511985013459,7.9966538754626075,4.143134726391533
1,3,4983,4859,6633,17866,912,2435,8.51398806046729,8.48879371689454,8.799963219506997,9.790710714933168,6.816735880594968,7.798112628829788
1,3,5969,1990,3417,5679,1135,290,8.694502206386648,7.596392304064196,8.136810863675537,8.644706511715198,7.035268599281097,5.673323267171493
2,3,7842,6046,8552,1691,3540,1874,8.967376693212666,8.707317560273212,9.054037377580782,7.433666540166168,8.172164452111904,7.536363938404511
2,3,4389,10940,10908,848,6728,993,8.387084506069217,9.30027247947679,9.297343415597757,6.744059186311348,8.814181823188319,6.901737206656574
1,3,5065,5499,11055,364,3485,1063,8.53030683056162,8.612503371220562,9.310728546007452,5.8998973535824915,8.156510226079966,6.96979066990159
2,3,660,8494,18622,133,6740,776,6.493753839851686,9.047233034106032,9.832152654931505,4.897839799950911,8.815963560853438,6.655440350367647
1,3,8861,3783,2223,633,1580,1521,9.089527751759436,8.238536930171769,7.707062655370473,6.452048954437226,7.365812837209472,7.3277805384216315
1,3,4456,5266,13227,25,6818,1393,8.402231172946555,8.569216219483389,9.490091074101683,3.258096538021482,8.827468112520654,7.2399325913204695
2,3,17063,4847,9053,1031,3415,1784,9.744726260151186,8.48632152774915,9.110961927995904,6.939253946041508,8.13622555490846,7.487173694213739
1,3,26400,1377,4172,830,948,1218,10.181157167204903,7.228388451573604,8.336390480591552,6.7226297948554485,6.855408798609928,7.105786129481271
2,3,17565,3686,4657,1059,1803,668,9.773720494477063,8.212568398234145,8.446341450444287,6.966024187106113,7.4977617006225685,6.505784060128229
2,3,16980,2884,12232,874,3213,249,9.739850350946302,7.9672801789422,9.411892497046916,6.774223886357614,8.075271546297458,5.521460917862246
1,3,11243,2408,2593,15348,108,1886,9.327589932026422,7.786967002614872,7.860956364876389,9.638805604313408,4.6913478822291435,7.54274354536855
1,3,13134,9347,14316,3141,5079,1894,9.48303570211964,9.142917695658749,9.569202921360327,8.052614818815567,8.533066540572527,7.546974117516527
1,3,31012,16687,5429,15082,439,1163,10.342161750401328,9.722445177240553,8.599694412927981,9.621323560768252,6.0867747269123065,7.059617628291383
1,3,3047,5970,4910,2198,850,317,8.022240916806537,8.694669696546992,8.499232866039245,7.695757990554761,6.7464121285733745,5.762051382780177
1,3,8607,1750,3580,47,84,2501,9.060447282401565,7.467942332285852,8.183397369998433,3.871201010907891,4.442651256490317,7.824845691026856
1,3,3097,4230,16483,575,241,2080,8.038512020976814,8.350193650720067,9.710145492458707,6.3561076606958915,5.488937726156687,7.640603826393634
1,3,8533,5506,5160,13486,1377,1498,9.051813463747946,8.613775289262481,8.548885638148727,9.509481537516857,7.228388451573604,7.312553498102598
1,3,21117,1162,4754,269,1328,395,9.95788103636646,7.0587581525186645,8.46695197497949,5.598421958998375,7.192182058713246,5.981414211254481
1,3,1982,3218,1493,1541,356,1449,7.592366128519796,8.076826031298808,7.309212365692763,7.340835554123275,5.877735781779639,7.27931883541462
1,3,16731,3922,7994,688,2371,838,9.72507833256209,8.274611946209552,8.986571625268054,6.535241271013659,7.771488760117616,6.732210706467206
1,3,29703,12051,16027,13135,182,2204,10.299036995856916,9.396985900250192,9.682092471756036,9.48311183169221,5.209486152841421,7.6984827878809465
1,3,39228,1431,764,4510,93,2346,10.57717154818281,7.266827347520591,6.639875833826536,8.414274137408396,4.543294782270004,7.760893195851024
2,3,14531,15488,30243,437,14841,1867,9.584108393341092,9.647885373547759,10.31705309667816,6.082218910376446,9.60521627853008,7.532623618788788
1,3,10290,1981,2232,1038,168,2125,9.239025005836092,7.591861714889934,7.711101251840158,6.946013991099227,5.1298987149230735,7.661997558901893
1,3,2787,1698,2510,65,477,52,7.933079771880415,7.4377951216719325,7.828436359157585,4.189654742026425,6.169610732491456,3.970291913552122
